"species_sci"	"sample"	"study"	"pub_stranded"	"n_reads"	"failed"	"strand_fwd"	"strand_rev"	"max_strand"	"max_strand_no_fail"	"aligned"	"percent_aligned"	"test_stranded"	"flag"
"s. cerevisiae"	"SRR5417303"	"PRJNA381711"	"Unstranded"	20000	0.0388	0.4858	0.4754	0.4858	0.505409904286309	14664	0.7332	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR5468230"	"PRJNA383899"	"Stranded"	20000	0.0259	0.0176	0.9565	0.9565	0.98193203983164	17750	0.8875	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5468231"	"PRJNA383899"	"Stranded"	20000	0.028	0.0146	0.9575	0.9575	0.984980969036107	17753	0.88765	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5468232"	"PRJNA383899"	"Stranded"	20000	0.027	0.0154	0.9577	0.9577	0.984174288356798	17591	0.87955	"Stranded"	"Passed"
"s. cerevisiae"	"SRR6357070"	"PRJNA421472"	"Stranded"	20000	0.0382	0.0077	0.9541	0.9541	0.991994177583697	15867	0.79335	"Stranded"	"Passed"
"s. cerevisiae"	"SRR6357071"	"PRJNA421472"	"Stranded"	20000	0.042	0.0064	0.9516	0.9516	0.993319415448852	15756	0.7878	"Stranded"	"Passed"
"s. cerevisiae"	"SRR6357072"	"PRJNA421472"	"Stranded"	20000	0.0494	0.0089	0.9416	0.9416	0.990636507101526	16022	0.8011	"Stranded"	"Passed"
"s. cerevisiae"	"SRR6767450"	"PRJNA435723"	"Stranded"	20000	0.0315	0.806	0.1626	0.806	0.832128845756762	12614	0.6307	"Stranded"	"Failed"
"s. cerevisiae"	"SRR6767451"	"PRJNA435723"	"Stranded"	20000	0.0357	0.8548	0.1095	0.8548	0.886446126724049	13180	0.659	"Stranded"	"Failed"
"s. cerevisiae"	"SRR6767452"	"PRJNA435723"	"Stranded"	20000	0.5598	0.3999	0.0403	0.3999	0.908450704225352	11445	0.57225	"Stranded"	"Failed"
"s. cerevisiae"	"SRR7174202"	"PRJNA471740"	"Stranded"	20000	0.1741	0.0098	0.8161	0.8161	0.988134156677564	12073	0.60365	"Stranded"	"Passed"
"s. cerevisiae"	"SRR7174204"	"PRJNA471740"	"Stranded"	20000	0.1678	0.0102	0.822	0.822	0.987743330930065	11014	0.5507	"Stranded"	"Passed"
"s. cerevisiae"	"SRR7363059"	"PRJNA476714"	"Stranded"	20000	0.0497	0.005	0.9453	0.9453	0.994738503630432	18963	0.94815	"Stranded"	"Passed"
"s. cerevisiae"	"SRR7363060"	"PRJNA476714"	"Stranded"	20000	0.0386	0.0051	0.9563	0.9563	0.994695236114	19157	0.95785	"Stranded"	"Passed"
"s. cerevisiae"	"SRR7363061"	"PRJNA476714"	"Stranded"	20000	0.0459	0.0055	0.9486	0.9486	0.994235405093806	19007	0.95035	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8109496"	"PRJNA498394"	"Stranded"	20000	0.034	0.0121	0.9538	0.9538	0.987472823273631	15303	0.76515	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8109497"	"PRJNA498394"	"Stranded"	20000	0.0245	0.0127	0.9627	0.9627	0.986979700635637	15039	0.75195	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8109498"	"PRJNA498394"	"Stranded"	20000	0.0302	0.0144	0.9555	0.9555	0.985153108567894	14811	0.74055	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8198059"	"PRJNA505786"	"Stranded"	20000	0.0197	0.0461	0.9343	0.9343	0.952978376172991	12349	0.61745	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8198060"	"PRJNA505786"	"Stranded"	20000	0.0197	0.0361	0.9442	0.9442	0.96317453840661	13359	0.66795	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8198061"	"PRJNA505786"	"Stranded"	20000	0.0217	0.0295	0.9488	0.9488	0.96984565061842	13674	0.6837	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8761856"	"PRJNA528474"	"Unstranded"	20000	0.1392	0.4273	0.4335	0.4335	0.503601301115242	17533	0.87665	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR8761857"	"PRJNA528474"	"Unstranded"	20000	0.141	0.4295	0.4295	0.4295	0.5	17551	0.87755	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR8761858"	"PRJNA528474"	"Unstranded"	20000	0.1094	0.4412	0.4494	0.4494	0.504603637996856	17188	0.8594	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR9336459"	"PRJNA550078"	"Stranded"	20000	0.033	0.0226	0.9445	0.9445	0.976631165339675	18324	0.9162	"Stranded"	"Passed"
"s. cerevisiae"	"SRR9336460"	"PRJNA550078"	"Stranded"	20000	0.0313	0.0233	0.9453	0.9453	0.975944662399339	18137	0.90685	"Stranded"	"Passed"
"s. cerevisiae"	"SRR9336461"	"PRJNA550078"	"Stranded"	20000	0.0256	0.0267	0.9477	0.9477	0.972598522167488	18145	0.90725	"Stranded"	"Passed"
"s. cerevisiae"	"SRR1555415"	"PRJNA258654"	"Unstranded"	200000	0.0475	0.5259	0.4267	0.5259	0.552068024354399	188077	0.940385	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR1555416"	"PRJNA258654"	"Unstranded"	200000	0.0493	0.5234	0.4273	0.5234	0.550541706111286	183457	0.917285	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR1555417"	"PRJNA258654"	"Unstranded"	200000	0.0395	0.5302	0.4303	0.5302	0.552004164497657	189383	0.946915	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR1605749"	"PRJNA263283"	"Stranded"	200000	0.0619	0.3432	0.5949	0.5949	0.634154141349536	150099	0.750495	"Unstranded"	"Failed"
"s. cerevisiae"	"SRR1605750"	"PRJNA263283"	"Stranded"	200000	0.063	0.3431	0.5939	0.5939	0.633831376734258	149799	0.748995	"Unstranded"	"Failed"
"s. cerevisiae"	"SRR1605751"	"PRJNA263283"	"Stranded"	200000	0.0575	0.3009	0.6415	0.6415	0.68070882852292	163169	0.815845	"Unstranded"	"Failed"
"s. cerevisiae"	"SRR1656884"	"PRJNA267766"	"Stranded"	200000	0.2	0.0082	0.7918	0.7918	0.98975	105293	0.526465	"Stranded"	"Passed"
"s. cerevisiae"	"SRR1656885"	"PRJNA267766"	"Stranded"	200000	0.2084	0.0089	0.7827	0.7827	0.988756947953512	91879	0.459395	"Stranded"	"Passed"
"s. cerevisiae"	"SRR1656886"	"PRJNA267766"	"Stranded"	200000	0.2012	0.0075	0.7913	0.7913	0.990610916374562	105368	0.52684	"Stranded"	"Passed"
"s. cerevisiae"	"SRR2817418"	"PRJNA299815"	"Stranded"	200000	0.1001	0.0326	0.8673	0.8673	0.963773752639182	138804	0.69402	"Stranded"	"Passed"
"s. cerevisiae"	"SRR2817419"	"PRJNA299815"	"Stranded"	200000	0.0726	0.0244	0.903	0.903	0.973689885701962	151656	0.75828	"Stranded"	"Passed"
"s. cerevisiae"	"SRR2817420"	"PRJNA299815"	"Stranded"	200000	0.1103	0.0224	0.8673	0.8673	0.974822974036192	134652	0.67326	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3140907"	"PRJNA310655"	"Stranded"	200000	0.1662	0.0094	0.8244	0.8244	0.988726313264572	105614	0.52807	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3140908"	"PRJNA310655"	"Stranded"	200000	0.1501	0.011	0.8389	0.8389	0.987057300858925	100405	0.502025	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3140909"	"PRJNA310655"	"Stranded"	200000	0.1079	0.0096	0.8825	0.8825	0.989238874565632	110640	0.5532	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3180780"	"PRJNA312727"	"Stranded"	200000	0.0448	0.0079	0.9474	0.9474	0.991730346488014	186201	0.931005	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3180781"	"PRJNA312727"	"Stranded"	200000	0.0435	0.0071	0.9494	0.9494	0.992577104025091	187041	0.935205	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3180782"	"PRJNA312727"	"Stranded"	200000	0.0417	0.0074	0.951	0.951	0.992278797996661	186656	0.93328	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3407195"	"PRJNA319164"	"Stranded"	200000	0.0432	0.008	0.9488	0.9488	0.991638795986622	190396	0.95198	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3407196"	"PRJNA319164"	"Stranded"	200000	0.0418	0.0104	0.9478	0.9478	0.989146316009184	189949	0.949745	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3407197"	"PRJNA319164"	"Stranded"	200000	0.0414	0.0088	0.9498	0.9498	0.990819945754225	188684	0.94342	"Stranded"	"Passed"
"s. cerevisiae"	"SRR4018567"	"PRJNA338508"	"Stranded"	200000	0.0432	0.0118	0.945	0.945	0.987667224080268	181525	0.907625	"Stranded"	"Passed"
"s. cerevisiae"	"SRR4018568"	"PRJNA338508"	"Stranded"	200000	0.0444	0.0094	0.9462	0.9462	0.990163248221013	181880	0.9094	"Stranded"	"Passed"
"s. cerevisiae"	"SRR4018569"	"PRJNA338508"	"Stranded"	200000	0.0436	0.0092	0.9472	0.9472	0.990380593893768	182322	0.91161	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5000465"	"PRJNA352693"	"Stranded"	200000	0.0357	0.0101	0.9543	0.9543	0.98952716715056	182022	0.91011	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5000466"	"PRJNA352693"	"Stranded"	200000	0.0359	0.0095	0.9545	0.9545	0.990145228215768	180710	0.90355	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5000467"	"PRJNA352693"	"Stranded"	200000	0.029	0.0338	0.9372	0.9372	0.96519052523172	173547	0.867735	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5309371"	"PRJNA377731"	"Stranded"	200000	0.0655	0.0143	0.9202	0.9202	0.984697699304441	165123	0.825615	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5309372"	"PRJNA377731"	"Stranded"	200000	0.0617	0.0113	0.927	0.927	0.987956943408292	172325	0.861625	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5309373"	"PRJNA377731"	"Stranded"	200000	0.0492	0.0145	0.9363	0.9363	0.984749684476231	171426	0.85713	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5417301"	"PRJNA381711"	"Unstranded"	200000	0.0324	0.4943	0.4733	0.4943	0.510851591566763	152117	0.760585	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR5417302"	"PRJNA381711"	"Unstranded"	200000	0.0245	0.4991	0.4764	0.4991	0.511635058944131	164205	0.821025	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR5417303"	"PRJNA381711"	"Unstranded"	200000	0.0384	0.4921	0.4695	0.4921	0.511751247920133	146732	0.73366	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR5468230"	"PRJNA383899"	"Stranded"	200000	0.028	0.0163	0.9557	0.9557	0.983230452674897	176825	0.884125	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5468231"	"PRJNA383899"	"Stranded"	200000	0.0288	0.0151	0.9562	0.9562	0.984453824770926	177514	0.88757	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5468232"	"PRJNA383899"	"Stranded"	200000	0.0273	0.015	0.9576	0.9576	0.984577421344849	176862	0.88431	"Stranded"	"Passed"
"s. cerevisiae"	"SRR6357070"	"PRJNA421472"	"Stranded"	200000	0.038	0.0087	0.9534	0.9534	0.990957280947926	159224	0.79612	"Stranded"	"Passed"
"s. cerevisiae"	"SRR6357071"	"PRJNA421472"	"Stranded"	200000	0.0398	0.0088	0.9515	0.9515	0.990836197021764	158004	0.79002	"Stranded"	"Passed"
"s. cerevisiae"	"SRR6357072"	"PRJNA421472"	"Stranded"	200000	0.0476	0.0093	0.9432	0.9432	0.990236220472441	161432	0.80716	"Stranded"	"Passed"
"s. cerevisiae"	"SRR6767450"	"PRJNA435723"	"Stranded"	200000	0.031	0.8093	0.1597	0.8093	0.835190918472652	125047	0.625235	"Stranded"	"Failed"
"s. cerevisiae"	"SRR6767451"	"PRJNA435723"	"Stranded"	200000	0.0328	0.8564	0.1108	0.8564	0.885442514474773	132326	0.66163	"Stranded"	"Failed"
"s. cerevisiae"	"SRR6767452"	"PRJNA435723"	"Stranded"	200000	0.564	0.3984	0.0377	0.3984	0.913551937628984	115064	0.57532	"Stranded"	"Failed"
"s. cerevisiae"	"SRR7174202"	"PRJNA471740"	"Stranded"	200000	0.1687	0.0089	0.8223	0.8223	0.989292589027911	120526	0.60263	"Stranded"	"Passed"
"s. cerevisiae"	"SRR7174204"	"PRJNA471740"	"Stranded"	200000	0.163	0.0092	0.8277	0.8277	0.989007049826742	110579	0.552895	"Stranded"	"Passed"
"s. cerevisiae"	"SRR7363059"	"PRJNA476714"	"Stranded"	200000	0.0472	0.0055	0.9474	0.9474	0.994228145660615	189347	0.946735	"Stranded"	"Passed"
"s. cerevisiae"	"SRR7363060"	"PRJNA476714"	"Stranded"	200000	0.0401	0.0054	0.9546	0.9546	0.994375	191650	0.95825	"Stranded"	"Passed"
"s. cerevisiae"	"SRR7363061"	"PRJNA476714"	"Stranded"	200000	0.0447	0.0053	0.9501	0.9501	0.994452585304584	189864	0.94932	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8109496"	"PRJNA498394"	"Stranded"	200000	0.0305	0.0133	0.9562	0.9562	0.986281588447653	153772	0.76886	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8109497"	"PRJNA498394"	"Stranded"	200000	0.0285	0.0132	0.9583	0.9583	0.98641276376737	150792	0.75396	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8109498"	"PRJNA498394"	"Stranded"	200000	0.0287	0.0137	0.9576	0.9576	0.985895192010707	147709	0.738545	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8198059"	"PRJNA505786"	"Stranded"	200000	0.0192	0.0425	0.9383	0.9383	0.956668026101142	123973	0.619865	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8198060"	"PRJNA505786"	"Stranded"	200000	0.0201	0.0357	0.9442	0.9442	0.963567710990918	133982	0.66991	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8198061"	"PRJNA505786"	"Stranded"	200000	0.0208	0.033	0.9462	0.9462	0.966299019607843	137336	0.68668	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8761856"	"PRJNA528474"	"Unstranded"	200000	0.139	0.4288	0.4323	0.4323	0.502032284287539	174829	0.874145	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR8761857"	"PRJNA528474"	"Unstranded"	200000	0.1374	0.4308	0.4318	0.4318	0.500579642939949	175310	0.87655	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR8761858"	"PRJNA528474"	"Unstranded"	200000	0.1075	0.4429	0.4496	0.4496	0.50375350140056	171758	0.85879	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR9336459"	"PRJNA550078"	"Stranded"	200000	0.0327	0.0235	0.9438	0.9438	0.97570557221131	183404	0.91702	"Stranded"	"Passed"
"s. cerevisiae"	"SRR9336460"	"PRJNA550078"	"Stranded"	200000	0.0325	0.0244	0.9431	0.9431	0.974780361757106	182023	0.910115	"Stranded"	"Passed"
"s. cerevisiae"	"SRR9336461"	"PRJNA550078"	"Stranded"	200000	0.0279	0.0268	0.9454	0.9454	0.972433655626414	181275	0.906375	"Stranded"	"Passed"
"s. cerevisiae"	"SRR1555415"	"PRJNA258654"	"Unstranded"	2000000	0.0467	0.5266	0.4267	0.5266	0.552396936955838	1881367	0.9406835	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR1555416"	"PRJNA258654"	"Unstranded"	2000000	0.0494	0.5248	0.4257	0.5248	0.552130457653866	1831979	0.9159895	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR1555417"	"PRJNA258654"	"Unstranded"	2000000	0.0392	0.5315	0.4293	0.5315	0.553184845961699	1890763	0.9453815	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR1605749"	"PRJNA263283"	"Stranded"	2000000	0.0616	0.3436	0.5948	0.5948	0.63384484228474	1498125	0.7490625	"Unstranded"	"Failed"
"s. cerevisiae"	"SRR1605750"	"PRJNA263283"	"Stranded"	2000000	0.0618	0.3443	0.5939	0.5939	0.633020677893839	1498691	0.7493455	"Unstranded"	"Failed"
"s. cerevisiae"	"SRR1605751"	"PRJNA263283"	"Stranded"	2000000	0.0573	0.302	0.6407	0.6407	0.679643576959796	1630119	0.8150595	"Unstranded"	"Failed"
"s. cerevisiae"	"SRR1656884"	"PRJNA267766"	"Stranded"	2000000	0.2037	0.0083	0.7879	0.7879	0.989575483546848	1052732	0.526366	"Stranded"	"Passed"
"s. cerevisiae"	"SRR1656885"	"PRJNA267766"	"Stranded"	2000000	0.2134	0.0092	0.7774	0.7774	0.988304093567251	916635	0.4583175	"Stranded"	"Passed"
"s. cerevisiae"	"SRR1656886"	"PRJNA267766"	"Stranded"	2000000	0.2024	0.0077	0.7899	0.7899	0.990346038114343	1049263	0.5246315	"Stranded"	"Passed"
"s. cerevisiae"	"SRR2817418"	"PRJNA299815"	"Stranded"	2000000	0.1008	0.0339	0.8653	0.8653	0.962299822064057	1390708	0.695354	"Stranded"	"Passed"
"s. cerevisiae"	"SRR2817419"	"PRJNA299815"	"Stranded"	2000000	0.0737	0.025	0.9013	0.9013	0.973010903594948	1515382	0.757691	"Stranded"	"Passed"
"s. cerevisiae"	"SRR2817420"	"PRJNA299815"	"Stranded"	2000000	0.1103	0.0225	0.8672	0.8672	0.974710576598854	1343222	0.671611	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3140907"	"PRJNA310655"	"Stranded"	2000000	0.1675	0.0098	0.8227	0.8227	0.988228228228228	1048217	0.5241085	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3140908"	"PRJNA310655"	"Stranded"	2000000	0.1535	0.0118	0.8348	0.8348	0.986061894637373	998149	0.4990745	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3140909"	"PRJNA310655"	"Stranded"	2000000	0.1096	0.0096	0.8807	0.8807	0.989217117825452	1097362	0.548681	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3180780"	"PRJNA312727"	"Stranded"	2000000	0.0446	0.0075	0.9479	0.9479	0.992149884864978	1863034	0.931517	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3180781"	"PRJNA312727"	"Stranded"	2000000	0.0446	0.0075	0.9479	0.9479	0.992149884864978	1872933	0.9364665	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3180782"	"PRJNA312727"	"Stranded"	2000000	0.0427	0.0073	0.9499	0.9499	0.99237358963644	1868113	0.9340565	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3407195"	"PRJNA319164"	"Stranded"	2000000	0.0432	0.0082	0.9487	0.9487	0.99143066151113	1904239	0.9521195	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3407196"	"PRJNA319164"	"Stranded"	2000000	0.0418	0.0102	0.948	0.948	0.989355040701315	1897195	0.9485975	"Stranded"	"Passed"
"s. cerevisiae"	"SRR3407197"	"PRJNA319164"	"Stranded"	2000000	0.0416	0.0087	0.9497	0.9497	0.990922370617696	1886212	0.943106	"Stranded"	"Passed"
"s. cerevisiae"	"SRR4018567"	"PRJNA338508"	"Stranded"	2000000	0.0426	0.0116	0.9459	0.9459	0.987885117493473	1816138	0.908069	"Stranded"	"Passed"
"s. cerevisiae"	"SRR4018568"	"PRJNA338508"	"Stranded"	2000000	0.0447	0.0098	0.9456	0.9456	0.989742516223571	1820064	0.910032	"Stranded"	"Passed"
"s. cerevisiae"	"SRR4018569"	"PRJNA338508"	"Stranded"	2000000	0.0445	0.0096	0.9459	0.9459	0.989952904238618	1825412	0.912706	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5000465"	"PRJNA352693"	"Stranded"	2000000	0.0351	0.0104	0.9545	0.9545	0.989221681003213	1807714	0.903857	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5000466"	"PRJNA352693"	"Stranded"	2000000	0.0356	0.0105	0.954	0.954	0.989113530326594	1795900	0.89795	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5000467"	"PRJNA352693"	"Stranded"	2000000	0.0287	0.0336	0.9377	0.9377	0.965407186245238	1728399	0.8641995	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5309371"	"PRJNA377731"	"Stranded"	2000000	0.0661	0.0142	0.9197	0.9197	0.984794945925688	1646320	0.82316	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5309372"	"PRJNA377731"	"Stranded"	2000000	0.0618	0.012	0.9262	0.9262	0.987209550202515	1721639	0.8608195	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5309373"	"PRJNA377731"	"Stranded"	2000000	0.0492	0.0152	0.9357	0.9357	0.984015143548218	1712735	0.8563675	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5417301"	"PRJNA381711"	"Unstranded"	2000000	0.0341	0.4951	0.4708	0.4951	0.512578941919453	1416818	0.708409	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR5417302"	"PRJNA381711"	"Unstranded"	2000000	0.025	0.5016	0.4735	0.5016	0.514408778586812	1580217	0.7901085	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR5417303"	"PRJNA381711"	"Unstranded"	2000000	0.04	0.492	0.468	0.492	0.5125	1421038	0.710519	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR5468230"	"PRJNA383899"	"Stranded"	2000000	0.0277	0.0159	0.9563	0.9563	0.983645340464925	1771596	0.885798	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5468231"	"PRJNA383899"	"Stranded"	2000000	0.0282	0.0146	0.9572	0.9572	0.98497633257872	1776732	0.888366	"Stranded"	"Passed"
"s. cerevisiae"	"SRR5468232"	"PRJNA383899"	"Stranded"	2000000	0.027	0.0149	0.9581	0.9581	0.984686536485098	1769659	0.8848295	"Stranded"	"Passed"
"s. cerevisiae"	"SRR6357070"	"PRJNA421472"	"Stranded"	2000000	0.0383	0.0088	0.9529	0.9529	0.990849537277737	1589205	0.7946025	"Stranded"	"Passed"
"s. cerevisiae"	"SRR6357071"	"PRJNA421472"	"Stranded"	2000000	0.0393	0.0091	0.9516	0.9516	0.990527740189445	1578243	0.7891215	"Stranded"	"Passed"
"s. cerevisiae"	"SRR6357072"	"PRJNA421472"	"Stranded"	2000000	0.048	0.0095	0.9425	0.9425	0.990021008403361	1613639	0.8068195	"Stranded"	"Passed"
"s. cerevisiae"	"SRR6767450"	"PRJNA435723"	"Stranded"	2000000	0.0314	0.8091	0.1594	0.8091	0.835415591120289	1248735	0.6243675	"Stranded"	"Failed"
"s. cerevisiae"	"SRR6767451"	"PRJNA435723"	"Stranded"	2000000	0.032	0.8558	0.1122	0.8558	0.884090909090909	1322565	0.6612825	"Stranded"	"Failed"
"s. cerevisiae"	"SRR6767452"	"PRJNA435723"	"Stranded"	2000000	0.5651	0.3967	0.0382	0.3967	0.912163715796735	1150090	0.575045	"Stranded"	"Failed"
"s. cerevisiae"	"SRR7174202"	"PRJNA471740"	"Stranded"	2000000	0.168	0.0093	0.8227	0.8227	0.988822115384615	1185093	0.5925465	"Stranded"	"Passed"
"s. cerevisiae"	"SRR7174204"	"PRJNA471740"	"Stranded"	2000000	0.1699	0.0093	0.8208	0.8208	0.988796530538489	1089539	0.5447695	"Stranded"	"Passed"
"s. cerevisiae"	"SRR7363059"	"PRJNA476714"	"Stranded"	2000000	0.0481	0.0053	0.9466	0.9466	0.994432188255069	1894738	0.947369	"Stranded"	"Passed"
"s. cerevisiae"	"SRR7363060"	"PRJNA476714"	"Stranded"	2000000	0.0411	0.0054	0.9536	0.9536	0.99436913451512	1916086	0.958043	"Stranded"	"Passed"
"s. cerevisiae"	"SRR7363061"	"PRJNA476714"	"Stranded"	2000000	0.0455	0.0051	0.9493	0.9493	0.994656328583403	1898598	0.949299	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8109496"	"PRJNA498394"	"Stranded"	2000000	0.0302	0.0127	0.9571	0.9571	0.986904516395133	1537392	0.768696	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8109497"	"PRJNA498394"	"Stranded"	2000000	0.0291	0.0134	0.9575	0.9575	0.986198372643939	1506173	0.7530865	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8109498"	"PRJNA498394"	"Stranded"	2000000	0.0281	0.0134	0.9585	0.9585	0.986212573310011	1476378	0.738189	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8198059"	"PRJNA505786"	"Stranded"	2000000	0.0192	0.043	0.9378	0.9378	0.95615823817292	1241590	0.620795	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8198060"	"PRJNA505786"	"Stranded"	2000000	0.02	0.0367	0.9433	0.9433	0.962551020408163	1339924	0.669962	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8198061"	"PRJNA505786"	"Stranded"	2000000	0.02	0.0325	0.9474	0.9474	0.966833350341872	1374079	0.6870395	"Stranded"	"Passed"
"s. cerevisiae"	"SRR8761856"	"PRJNA528474"	"Unstranded"	2000000	0.1396	0.427	0.4333	0.4333	0.503661513425549	1749486	0.874743	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR8761857"	"PRJNA528474"	"Unstranded"	2000000	0.1383	0.4279	0.4338	0.4338	0.503423465243124	1752232	0.876116	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR8761858"	"PRJNA528474"	"Unstranded"	2000000	0.1093	0.4418	0.449	0.449	0.504041311180961	1715266	0.857633	"Unstranded"	"Passed"
"s. cerevisiae"	"SRR9336459"	"PRJNA550078"	"Stranded"	2000000	0.0318	0.0234	0.9448	0.9448	0.975831439785168	1834520	0.91726	"Stranded"	"Passed"
"s. cerevisiae"	"SRR9336460"	"PRJNA550078"	"Stranded"	2000000	0.0325	0.0245	0.943	0.943	0.974677002583979	1821323	0.9106615	"Stranded"	"Passed"
"s. cerevisiae"	"SRR9336461"	"PRJNA550078"	"Stranded"	2000000	0.0282	0.0261	0.9456	0.9456	0.973139857980858	1812810	0.906405	"Stranded"	"Passed"
"h. sapiens"	"SRR10223738"	"PRJNA575571"	"Stranded"	1000	0.098	0.007	0.895	0.895	0.992239467849224	901	0.901	"Stranded"	"Passed"
"h. sapiens"	"SRR10223739"	"PRJNA575571"	"Stranded"	1000	0.133	0.008	0.859	0.859	0.990772779700115	876	0.876	"Stranded"	"Passed"
"h. sapiens"	"SRR10223740"	"PRJNA575571"	"Stranded"	1000	0.149	0.004	0.847	0.847	0.99529964747356	829	0.829	"Stranded"	"Passed"
"h. sapiens"	"SRR10894924"	"PRJNA601238"	"Stranded"	1000	0.132	0.016	0.852	0.852	0.981566820276498	804	0.804	"Stranded"	"Passed"
"h. sapiens"	"SRR10894925"	"PRJNA601238"	"Stranded"	1000	0.102	0.011	0.887	0.887	0.987750556792873	741	0.741	"Stranded"	"Passed"
"h. sapiens"	"SRR10894926"	"PRJNA601238"	"Stranded"	1000	0.13	0.006	0.864	0.864	0.993103448275862	830	0.83	"Stranded"	"Passed"
"h. sapiens"	"SRR1554436"	"PRJNA258522"	"Stranded"	1000	0.016	0.022	0.962	0.962	0.977642276422764	655	0.655	"Stranded"	"Passed"
"h. sapiens"	"SRR1554437"	"PRJNA258522"	"Stranded"	1000	0.008	0.013	0.979	0.979	0.986895161290323	641	0.641	"Stranded"	"Passed"
"h. sapiens"	"SRR1554438"	"PRJNA258522"	"Stranded"	1000	0.031	0.003	0.966	0.966	0.996904024767802	631	0.631	"Stranded"	"Passed"
"h. sapiens"	"SRR1714481"	"PRJNA270371"	"Stranded"	1000	0.1354	0.826	0.0387	0.826	0.955244593500636	380	0.38	"Stranded"	"Passed"
